mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
1563,gtfs-rt,tu,,,,London Transit Commission,,,,,2,http://gtfs.ltconline.ca/TripUpdate/TripUpdates.pb,0,,,,,,,,,,,,,
1564,gtfs-rt,tu,,,,Beach Cities Transit,,,,,803,https://redondobeachbct.com/gtfs-rt/tripupdates,0,,,,,,,,,,,,,
1565,gtfs-rt,sa,,,,Beach Cities Transit,,,,,803,https://redondobeachbct.com/gtfs-rt/alerts,0,,,,,,,,,,,,,
1566,gtfs-rt,vp,,,,Beach Cities Transit,,,,,803,https://redondobeachbct.com/gtfs-rt/vehiclepositions,0,,,,,,,,,,,,,
1567,gtfs-rt,vp,,,,Southeastern Pennsylvania Transportation Authority (SEPTA),,SEPTA Rail,,,503,https://api.goswift.ly/real-time/septa-rail/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,deprecated,,3060,
1568,gtfs-rt,tu,,,,Southeastern Pennsylvania Transportation Authority (SEPTA),,SEPTA Rail,,,503,https://api.goswift.ly/real-time/septa-rail/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,deprecated,,3061,
1569,gtfs-rt,vp,,,,Southeastern Pennsylvania Transportation Authority (SEPTA),,SEPTA Bus,,,502,https://api.goswift.ly/real-time/septa/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,deprecated,,3063,
1570,gtfs-rt,tu,,,,Southeastern Pennsylvania Transportation Authority (SEPTA),,SEPTA Bus,,,502,https://api.goswift.ly/real-time/septa/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,deprecated,,3062,
1571,gtfs-rt,vp,,,,Qline Detroit,,,,,802,https://api.goswift.ly/real-time/detroit-m1-rail/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1572,gtfs-rt,sa,,,,Qline Detroit,,,,,802,https://api.goswift.ly/real-time/detroit-m1-rail/gtfs-rt-alerts/,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1573,gtfs-rt,tu,,,,Qline Detroit,,,,,802,https://api.goswift.ly/real-time/detroit-m1-rail/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1574,gtfs-rt,vp,,,,LA Metro,,,,,30,https://api.goswift.ly/real-time/lametro/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1575,gtfs-rt,tu,,,,LA Metro,,,,,30,https://api.goswift.ly/real-time/lametro/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1576,gtfs-rt,vp,,,,Sonoma Marin Area Rail Transit (SMART),,,,,815,https://api.goswift.ly/real-time/smart/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1577,gtfs-rt,tu,,,,Sonoma Marin Area Rail Transit (SMART),,,,,815,https://api.goswift.ly/real-time/smart/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1578,gtfs-rt,vp,,,,Marin County Transit District (MCTD),,,,,2937,https://marintransit.net/gtfs-rt/vehiclepositions,0,,,,,,,,,,deprecated,,3091,
1579,gtfs-rt,sa,,,,Marin County Transit District (MCTD),True,,,,2937,https://marintransit.net/gtfs-rt/alerts,0,,,,,,,,,,deprecated,,3092,
1580,gtfs-rt,tu,,,,Marin County Transit District (MCTD),True,,,,2937,https://marintransit.net/gtfs-rt/tripupdates,0,,,,,,,,,,deprecated,,3090,
1581,gtfs-rt,vp,,,,Gunnison Valley Transportation Authority (RTA),,,,,163,https://api.goswift.ly/real-time/gunnison/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1582,gtfs-rt,tu,,,,Gunnison Valley Transportation Authority (RTA),,,,,163,https://api.goswift.ly/real-time/gunnison/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1583,gtfs-rt,vp,,,,Ellensburg Central Transit,,,,,2456,https://api.goswift.ly/real-time/central-transit-wa/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1584,gtfs-rt,sa,,,,Ellensburg Central Transit,,,,,2456,https://api.goswift.ly/real-time/central-transit-wa/gtfs-rt-alerts/,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1585,gtfs-rt,tu,,,,Ellensburg Central Transit,,,,,2456,https://api.goswift.ly/real-time/central-transit-wa/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1586,gtfs-rt,tu,,,,Tampereen joukkoliikenne (JOLI),,Tampere,,,866,https://data.waltti.fi/tampere/api/gtfsrealtime/v1.0/feed/tripupdate,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1587,gtfs-rt,sa,,,,Tampereen joukkoliikenne (JOLI),,Tampere,,,866,https://data.waltti.fi/tampere/api/gtfsrealtime/v1.0/feed/servicealert,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1588,gtfs-rt,vp,,,,Tampereen joukkoliikenne (JOLI),,Tampere,,,866,https://data.waltti.fi/tampere/api/gtfsrealtime/v1.0/feed/vehicleposition,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1589,gtfs-rt,tu,,,,"Haarasilta Toivo Samuli, Järvisen Liikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Bus Travel Oy Reissu Ruoti, Tilausliikenne Kuisma Ky",,Lahti,,,1129,https://data.waltti.fi/lahti/api/gtfsrealtime/v1.0/feed/tripupdate,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1590,gtfs-rt,sa,,,,"Haarasilta Toivo Samuli, Järvisen Liikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Bus Travel Oy Reissu Ruoti, Tilausliikenne Kuisma Ky",,Lahti,,,1129,https://data.waltti.fi/lahti/api/gtfsrealtime/v1.0/feed/servicealert,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1591,gtfs-rt,vp,,,,"Haarasilta Toivo Samuli, Järvisen Liikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Bus Travel Oy Reissu Ruoti, Tilausliikenne Kuisma Ky",,Lahti,,,1129,https://data.waltti.fi/lahti/api/gtfsrealtime/v1.0/feed/vehicleposition,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1592,gtfs-rt,tu,,,,"Linja-Karjala Oy, Savo-Karjalan Linja Oy",,Joensuu,,,1227,https://data.waltti.fi/joensuu/api/gtfsrealtime/v1.0/feed/tripupdate,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1593,gtfs-rt,sa,,,,"Linja-Karjala Oy, Savo-Karjalan Linja Oy",,Joensuu,,,1227,https://data.waltti.fi/joensuu/api/gtfsrealtime/v1.0/feed/servicealert,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1594,gtfs-rt,vp,,,,"Linja-Karjala Oy, Savo-Karjalan Linja Oy",,Joensuu,,,1227,https://data.waltti.fi/joensuu/api/gtfsrealtime/v1.0/feed/vehicleposition,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1595,gtfs-rt,tu,,,,"Jyväskylän Liikenne Oy, Koivuranta Oy, Uuraisten Liikenne Ky, Savo-Karjalan Linja Oy, Linja-Karjala Oy, Oulun taksipalvelut Oy, Oubus Oy, Suorsan Liikenne Ky, Koskilinjat Oy, Oy Pohjolan liikenne Ab, Kuopion Liikenne Oy, Autolinjat Oy, ML-Charter Oy, Etelä-Suomen Linjaliikenne Oy, Linjaliikenne Martti Laurila Oy, Kari Väisänen Ky, Matkatoimisto Matka-Majuri Ky, Linja-autoliikenne P. Puolakka Ky, Elimäen Liikenne Oy, Anjalankosken Linja Oy, Savonlinja Oy, Liikenne M. Heikura Oy, Jääskeläisen Auto Oy, Kilpailutus käynnissä, TILAUSAJOT MENNÄÄN BUSSILLA OY, Revon Turistiliikenne Oy, Matkamestarit Oy, R-Kioski, A. Valppu Oy, Invataksi Niemi Oy, Oy Wiik & Ström Ab, Oravaisten Liikenne Oy, Vaasan Paikallisliikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Järvisen Liikenne Oy, Niemisen Linjat Oy, Bus Travel Oy Reissu Ruoti, Taksi- ja linja-autoliikenne Timo Lahtinen, SL-Autoyhtymä Oy, Linja-autoliike E Ahonen Ky, Lehdon Liikenne Oy, HämeBus Oy, Tuuri Jaakko Juhani, Pekolan Liikenne Oy, Mikkolan Liikenne Oy, Vekka Liikenne Oy, Inter Kuljetus Oy, Valkeakosken Liikenne Oy, Matkahuolto Oy, ELY, Ventoniemi Oy, Yhdysliikenne Oy, MIKA K. NISKANEN OY, Kantamatkat, LINJA-AUTOLIIKE YRJÖ MAKKONEN & KUMPP, SOISALON LIIKENNE OY, Pohjolan Matka, HENKILÖKULJETUS RISSANEN OY, V.Alamäki Oy, Kai Heikkinen Oy, Savo Kainuun Tilausmatkat Ky, Kajaanin Tila-autot Oy, A Kyllönen Oy, Puolangan Bussipalvelu Ky, Kainuun Tilausliikenne P. Jääskeläinen Ky, Matka-Kyllönen Oy, Jyrkilä Oy, Liikenne Vuorela Oy, Pyhtään Kuljetuspalvelut Oy, Erkki Itkonen Oy, Ihastjärven Linja Oy, Tilausliikenne Himanen, Mikkelin Palvelutaksit Oy, Tuplataxi, Matka Mäkelä Oy, Tilausliikenne Hokkinen Ky, S. J. TOIVONEN OY, E. RANTANEN OY, Kuljetus Mikkonen KY, Linja-autoliike Veljekset Laitinen Oy, TILAUSLIIKENNE HÄNNINEN OY, JOUTSENON AUTO- JA KULJETUSPALVELU OY, TOIMI VENTO KY, NINA´S ERIKOISTAKSIPALVELUT OY, Tarkiainen Matti Olavi, Anssin Tilausliikenne Oy, Rautalammin Auto Oy, Oy Rytkönen & Co, SAIMAAN TURISTILIIKENNE OY, Studio Ticket Pusatec-DO-NOT-USE, Studio Ti",,Jyväskylä,,,867,https://data.waltti.fi/jyvaskyla/api/gtfsrealtime/v1.0/feed/tripupdate,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1596,gtfs-rt,sa,,,,"Jyväskylän Liikenne Oy, Koivuranta Oy, Uuraisten Liikenne Ky, Savo-Karjalan Linja Oy, Linja-Karjala Oy, Oulun taksipalvelut Oy, Oubus Oy, Suorsan Liikenne Ky, Koskilinjat Oy, Oy Pohjolan liikenne Ab, Kuopion Liikenne Oy, Autolinjat Oy, ML-Charter Oy, Etelä-Suomen Linjaliikenne Oy, Linjaliikenne Martti Laurila Oy, Kari Väisänen Ky, Matkatoimisto Matka-Majuri Ky, Linja-autoliikenne P. Puolakka Ky, Elimäen Liikenne Oy, Anjalankosken Linja Oy, Savonlinja Oy, Liikenne M. Heikura Oy, Jääskeläisen Auto Oy, Kilpailutus käynnissä, TILAUSAJOT MENNÄÄN BUSSILLA OY, Revon Turistiliikenne Oy, Matkamestarit Oy, R-Kioski, A. Valppu Oy, Invataksi Niemi Oy, Oy Wiik & Ström Ab, Oravaisten Liikenne Oy, Vaasan Paikallisliikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Järvisen Liikenne Oy, Niemisen Linjat Oy, Bus Travel Oy Reissu Ruoti, Taksi- ja linja-autoliikenne Timo Lahtinen, SL-Autoyhtymä Oy, Linja-autoliike E Ahonen Ky, Lehdon Liikenne Oy, HämeBus Oy, Tuuri Jaakko Juhani, Pekolan Liikenne Oy, Mikkolan Liikenne Oy, Vekka Liikenne Oy, Inter Kuljetus Oy, Valkeakosken Liikenne Oy, Matkahuolto Oy, ELY, Ventoniemi Oy, Yhdysliikenne Oy, MIKA K. NISKANEN OY, Kantamatkat, LINJA-AUTOLIIKE YRJÖ MAKKONEN & KUMPP, SOISALON LIIKENNE OY, Pohjolan Matka, HENKILÖKULJETUS RISSANEN OY, V.Alamäki Oy, Kai Heikkinen Oy, Savo Kainuun Tilausmatkat Ky, Kajaanin Tila-autot Oy, A Kyllönen Oy, Puolangan Bussipalvelu Ky, Kainuun Tilausliikenne P. Jääskeläinen Ky, Matka-Kyllönen Oy, Jyrkilä Oy, Liikenne Vuorela Oy, Pyhtään Kuljetuspalvelut Oy, Erkki Itkonen Oy, Ihastjärven Linja Oy, Tilausliikenne Himanen, Mikkelin Palvelutaksit Oy, Tuplataxi, Matka Mäkelä Oy, Tilausliikenne Hokkinen Ky, S. J. TOIVONEN OY, E. RANTANEN OY, Kuljetus Mikkonen KY, Linja-autoliike Veljekset Laitinen Oy, TILAUSLIIKENNE HÄNNINEN OY, JOUTSENON AUTO- JA KULJETUSPALVELU OY, TOIMI VENTO KY, NINA´S ERIKOISTAKSIPALVELUT OY, Tarkiainen Matti Olavi, Anssin Tilausliikenne Oy, Rautalammin Auto Oy, Oy Rytkönen & Co, SAIMAAN TURISTILIIKENNE OY, Studio Ticket Pusatec-DO-NOT-USE, Studio Ti",,Jyväskylä,,,867,https://data.waltti.fi/jyvaskyla/api/gtfsrealtime/v1.0/feed/servicealert,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1597,gtfs-rt,vp,,,,"Jyväskylän Liikenne Oy, Koivuranta Oy, Uuraisten Liikenne Ky, Savo-Karjalan Linja Oy, Linja-Karjala Oy, Oulun taksipalvelut Oy, Oubus Oy, Suorsan Liikenne Ky, Koskilinjat Oy, Oy Pohjolan liikenne Ab, Kuopion Liikenne Oy, Autolinjat Oy, ML-Charter Oy, Etelä-Suomen Linjaliikenne Oy, Linjaliikenne Martti Laurila Oy, Kari Väisänen Ky, Matkatoimisto Matka-Majuri Ky, Linja-autoliikenne P. Puolakka Ky, Elimäen Liikenne Oy, Anjalankosken Linja Oy, Savonlinja Oy, Liikenne M. Heikura Oy, Jääskeläisen Auto Oy, Kilpailutus käynnissä, TILAUSAJOT MENNÄÄN BUSSILLA OY, Revon Turistiliikenne Oy, Matkamestarit Oy, R-Kioski, A. Valppu Oy, Invataksi Niemi Oy, Oy Wiik & Ström Ab, Oravaisten Liikenne Oy, Vaasan Paikallisliikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Järvisen Liikenne Oy, Niemisen Linjat Oy, Bus Travel Oy Reissu Ruoti, Taksi- ja linja-autoliikenne Timo Lahtinen, SL-Autoyhtymä Oy, Linja-autoliike E Ahonen Ky, Lehdon Liikenne Oy, HämeBus Oy, Tuuri Jaakko Juhani, Pekolan Liikenne Oy, Mikkolan Liikenne Oy, Vekka Liikenne Oy, Inter Kuljetus Oy, Valkeakosken Liikenne Oy, Matkahuolto Oy, ELY, Ventoniemi Oy, Yhdysliikenne Oy, MIKA K. NISKANEN OY, Kantamatkat, LINJA-AUTOLIIKE YRJÖ MAKKONEN & KUMPP, SOISALON LIIKENNE OY, Pohjolan Matka, HENKILÖKULJETUS RISSANEN OY, V.Alamäki Oy, Kai Heikkinen Oy, Savo Kainuun Tilausmatkat Ky, Kajaanin Tila-autot Oy, A Kyllönen Oy, Puolangan Bussipalvelu Ky, Kainuun Tilausliikenne P. Jääskeläinen Ky, Matka-Kyllönen Oy, Jyrkilä Oy, Liikenne Vuorela Oy, Pyhtään Kuljetuspalvelut Oy, Erkki Itkonen Oy, Ihastjärven Linja Oy, Tilausliikenne Himanen, Mikkelin Palvelutaksit Oy, Tuplataxi, Matka Mäkelä Oy, Tilausliikenne Hokkinen Ky, S. J. TOIVONEN OY, E. RANTANEN OY, Kuljetus Mikkonen KY, Linja-autoliike Veljekset Laitinen Oy, TILAUSLIIKENNE HÄNNINEN OY, JOUTSENON AUTO- JA KULJETUSPALVELU OY, TOIMI VENTO KY, NINA´S ERIKOISTAKSIPALVELUT OY, Tarkiainen Matti Olavi, Anssin Tilausliikenne Oy, Rautalammin Auto Oy, Oy Rytkönen & Co, SAIMAAN TURISTILIIKENNE OY, Studio Ticket Pusatec-DO-NOT-USE, Studio Ti",,Jyväskylä,,,867,https://data.waltti.fi/jyvaskyla/api/gtfsrealtime/v1.0/feed/vehicleposition,2,https://opendata.waltti.fi/getting-started#api-tokens,authorization,,https://opendata.waltti.fi/docs,,,,,,,,,
1598,gtfs-rt,tu,,,,Bay Town Trolley,,,,,337,https://api.goswift.ly/real-time/bay-town-trolley/gtfs-rt-trip-updates,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1599,gtfs-rt,vp,,,,Bay Town Trolley,,,,,337,https://api.goswift.ly/real-time/bay-town-trolley/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,,https://www.goswift.ly/api-license,,,,,,,,,
1600,gtfs-rt,tu,,,,Metropolitan Atlanta Rapid Transit Authority (MARTA),,,,,368,https://gtfs-rt.itsmarta.com/TMGTFSRealTimeWebService/tripupdate/tripupdates.pb,0,,,,,,,,,,,,,
1601,gtfs-rt,vp,,,,Metropolitan Atlanta Rapid Transit Authority (MARTA),,,,,368,https://gtfs-rt.itsmarta.com/TMGTFSRealTimeWebService/vehicle/vehiclepositions.pb,0,,,,,,,,,,,,,
1602,gtfs-rt,vp,,,,Massachusetts Bay Transportation Authority (MBTA),,,,,437,https://cdn.mbta.com/realtime/VehiclePositions.pb,0,,,,https://www.mass.gov/files/documents/2017/10/27/develop_license_agree_0.pdf,,,,,,,,,
1603,gtfs-rt,sa,,,,Massachusetts Bay Transportation Authority (MBTA),,,,,437,https://cdn.mbta.com/realtime/Alerts.pb,0,,,,https://www.mass.gov/files/documents/2017/10/27/develop_license_agree_0.pdf,,,,,,,,,
1604,gtfs-rt,tu,,,,Massachusetts Bay Transportation Authority (MBTA),,,,,437,https://cdn.mbta.com/realtime/TripUpdates.pb,0,,,,https://www.mass.gov/files/documents/2017/10/27/develop_license_agree_0.pdf,,,,,,,,,
1605,gtfs-rt,tu,,,,Halifax Transit,,,,,734,http://gtfs.halifax.ca/realtime/TripUpdate/TripUpdates.pb,0,,,,http://www.halifax.ca/opendata/transit.php,,,,,,,,,
1606,gtfs-rt,sa,,,,Halifax Transit,,,,,734,http://gtfs.halifax.ca/realtime/Alert/Alerts.pb,0,,,,http://www.halifax.ca/opendata/transit.php,,,,,,,,,
1607,gtfs-rt,vp,,,,Halifax Transit,,,,,734,http://gtfs.halifax.ca/realtime/Vehicle/VehiclePositions.pb,0,,,,http://www.halifax.ca/opendata/transit.php,,,,,,,,,
1608,gtfs-rt,tu,,,,Metro Transit,,,,,394,http://transitdata.cityofmadison.com/TripUpdate/TripUpdates.pb,0,,,,http://www.cityofmadison.com/metro/Apps/developers.cfm,,,,,,deprecated,,2096,New AVL feed redirect
1609,gtfs-rt,sa,,,,Metro Transit,,,,,394,http://transitdata.cityofmadison.com/Alert/Alerts.pb,0,,,,http://www.cityofmadison.com/metro/Apps/developers.cfm,,,,,,deprecated,,2095,New AVL feed redirect
1610,gtfs-rt,vp,,,,Metro Transit,,,,,394,http://transitdata.cityofmadison.com/Vehicle/VehiclePositions.pb,0,,,,http://www.cityofmadison.com/metro/Apps/developers.cfm,,,,,,deprecated,,2097,New AVL feed redirect
1611,gtfs-rt,tu,,,,MiWay,True,,,,730,https://www.miapp.ca/GTFS_RT/TripUpdate/TripUpdates.pb,0,,,,http://www.mississauga.ca/portal/miway/developerdownload,,,,,,,,,
1612,gtfs-rt,vp,,,,MiWay,True,,,,730,https://www.miapp.ca/GTFS_RT/Vehicle/VehiclePositions.pb,0,,,,http://www.mississauga.ca/portal/miway/developerdownload,,,,,,,,,
1613,gtfs-rt,tu,,,,Stanislaus Regional Transit Authority (StanRTA),,,,,1332,http://max.availtec.com/InfoPoint/GTFS-Realtime.ashx?Type=Tripupdate,0,,,,,,,,,,,,,
1614,gtfs-rt,vp,,,,Stanislaus Regional Transit Authority (StanRTA),,,,,1332,https://max.availtec.com/InfoPoint/GTFS-Realtime.ashx?Type=VehiclePosition,0,,,,,,,,,,,,,
1615,gtfs-rt,sa,,,,Stanislaus Regional Transit Authority (StanRTA),,,,,1332,https://max.availtec.com/InfoPoint/GTFS-Realtime.ashx?Type=Alert,0,,,,,,,,,,,,,
1616,gtfs-rt,vp,,,,Monterey-Salinas Transit,,,,,56,http://206.128.158.191/TMGTFSRealTimeWebService/Vehicle/VehiclePositions.pb,0,,,,,,,,,,,,,
1617,gtfs-rt,sa,,,,Monterey-Salinas Transit,,,,,56,http://206.128.158.191/TMGTFSRealTimeWebService/Alert/Alerts.pb,0,,,,,,,,,,,,,
1618,gtfs-rt,tu,,,,Monterey-Salinas Transit,,,,,56,http://206.128.158.191/TMGTFSRealTimeWebService/TripUpdate/TripUpdates.pb,0,,,,,,,,,,,,,
1619,gtfs-rt,vp|tu,,,,Maryland Transit Administration,,MARC Train,This source includes Vehicle Position and Trip Updates entities under the same feed.,,468,https://mdotmta-gtfs-rt.s3.amazonaws.com/MARC+RT/marc.pb,0,,,,,,,,,,,,,
1620,gtfs-rt,tu,,,,Nashville MTA WeGo Public Transit,,,,,360,http://transitdata.nashvillemta.org/TMGTFSRealTimeWebService/tripupdate/tripupdates.pb,0,,,,https://www.wegotransit.com/contact-us/data-request-submission/,,,,,,,,,
1621,gtfs-rt,sa,,,,Nashville MTA WeGo Public Transit,,,,,360,http://transitdata.nashvillemta.org/TMGTFSRealTimeWebService/alert/alerts.pb,0,,,,https://www.wegotransit.com/contact-us/data-request-submission/,,,,,,,,,
1622,gtfs-rt,vp,,,,Nashville MTA WeGo Public Transit,,,,,360,http://transitdata.nashvillemta.org/TMGTFSRealTimeWebService/vehicle/vehiclepositions.pb,0,,,,https://www.wegotransit.com/contact-us/data-request-submission/,,,,,,,,,
1623,gtfs-rt,sa,,,,Nassau Inter-County Express (NICE Bus),,,,,521,http://nicebus.com/downloads/gtfs/NYC_NICE.proto,0,,,,,,,,,,,,,
1624,gtfs-rt,vp|tu,,,,Metropolitan Transit Authority (MTA),,Long Island Rail Road,This source includes Vehicle Position and Trip Updates entities under the same feed.,,507,https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/lirr%2Fgtfs-lirr,2,https://api.mta.info/#/signup,x-api-key,,https://api.mta.info/#/DataFeedAgreement,,,,,,,,,
1625,gtfs-rt,sa,,,,Metropolitan Transit Authority (MTA),,Long Island Rail Road,,,507,https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/camsys%2Flirr-alerts,2,https://api.mta.info/#/signup,x-api-key,,https://api.mta.info/#/DataFeedAgreement,,,,,,,,,
1626,gtfs-rt,sa,,,,Metropolitan Transit Authority (MTA),,Metro North Railroad,,,524,https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/camsys%2Fmnr-alerts,2,https://api.mta.info/#/signup,x-api-key,,https://api.mta.info/#/DataFeedAgreement,,,,,,,,,
1627,gtfs-rt,tu,,,,Metropolitan Transit Authority (MTA),,Metro North Railroad,,,524,https://api-endpoint.mta.info/Dataservice/mtagtfsfeeds/mnr%2Fgtfs-mnr,2,https://api.mta.info/#/signup,x-api-key,,https://api.mta.info/#/DataFeedAgreement,,,,,,,,,
